datetime,x_pos,y_pos,z_pos,clock_bias,std_x,std_y,std_z,std_code,cov_xy,cov_xz,cov_xt,cov_yz,cov_yt,cov_zt
2021-01-01 00:01:34,-4981862.8559,4601942.9656,635489.2015000001,0.001431,0.0036,0.003,0.0016,0.0,-5.36357916e-06,-1.310208192e-06,0.0,1.0696094400000003e-06,0.0,0.0
2021-01-01 00:01:35,-4982295.9664,4602535.0789,627879.6198999999,0.001937,0.0036,0.003,0.0016,0.0,-5.33560824e-06,-1.296510336e-06,0.0,1.0568976000000002e-06,0.0,0.0
2021-01-01 00:01:36,-4982722.7289,4603121.466200001,620269.2419,0.001249,0.0036,0.0031,0.0017,0.0,-5.705785476000001e-06,-1.037644776e-06,0.0,6.14494121e-07,0.0,0.0
2021-01-01 00:01:37,-4983143.1377,4603702.1248,612658.0813000001,0.002545,0.0036,0.0029,0.0016,0.0,-5.0945362559999995e-06,-1.2690138240000002e-06,0.0,9.95953264e-07,0.0,0.0
2021-01-01 00:01:38,-4983557.1945,4604277.0556,605046.1438999999,0.000361,0.0036,0.0031,0.0017,0.0,-5.700329351999999e-06,-9.081376199999999e-07,0.0,4.2646526399999995e-07,0.0,0.0
2021-01-01 00:01:39,-4983964.9014,4604846.2549,597433.4384999999,0.001574,0.0035,0.0029,0.0016,0.0,-4.87608639e-06,-1.20791832e-06,0.0,9.69728448e-07,0.0,0.0
2021-01-01 00:01:40,-4984366.256399999,4605409.7187,589819.9781,0.002404,0.0035,0.0028,0.0016,0.0,-4.67355532e-06,-1.1959035200000001e-06,0.0,9.237365760000002e-07,0.0,0.0
2021-01-01 00:01:41,-4984761.258,4605967.4487000005,582205.7692,0.002956,0.0035,0.0028,0.0016,0.0,-4.640839e-06,-1.1840225600000001e-06,0.0,9.108641920000001e-07,0.0,0.0
2021-01-01 00:01:42,-4985149.9215,4606519.4572,574590.8258,0.001723,0.0035,0.0028,0.0016,0.0,-4.60993078e-06,-1.1726747200000002e-06,0.0,8.98005696e-07,0.0,0.0
2021-01-01 00:01:43,-4985532.2298,4607065.7193,566975.1510999999,0.001859,0.0035,0.0028,0.0016,0.0,-4.5806679799999995e-06,-1.1597964000000002e-06,0.0,8.84622144e-07,0.0,0.0
2021-01-01 00:01:44,-4985908.1909,4607606.2454,559358.7609,0.001101,0.0035,0.0028,0.0016,0.0,-4.5716069e-06,-1.1490600800000002e-06,0.0,8.72719232e-07,0.0,0.0
2021-01-01 00:01:45,-4986277.8026,4608141.0275,551741.6621,0.00294,0.0035,0.0028,0.0016,0.0,-4.58044258e-06,-1.14025072e-06,0.0,8.622664960000002e-07,0.0,0.0
2021-01-01 00:01:46,-4986641.0649,4608670.0697,544123.8618999999,0.001588,0.0035,0.0028,0.0016,0.0,-4.58905384e-06,-1.1313136800000002e-06,0.0,8.516471040000001e-07,0.0,0.0
2021-01-01 00:01:47,-4986997.9787,4609193.3705,536505.3735999999,0.000533,0.0035,0.0028,0.0016,0.0,-4.59745832e-06,-1.1221347200000002e-06,0.0,8.40687232e-07,0.0,0.0
2021-01-01 00:01:48,-4987348.5479999995,4609710.9245,528886.2058,0.003157,0.0035,0.0028,0.0016,0.0,-4.6222337e-06,-1.14258032e-06,0.0,9.053013760000001e-07,0.0,0.0
2021-01-01 00:01:49,-4987692.772700001,4610222.7378,521266.3709,0.003056,0.0035,0.0028,0.0016,0.0,-4.6141291000000005e-06,-1.1046302400000002e-06,0.0,8.17001024e-07,0.0,0.0
2021-01-01 00:01:50,-4988030.6492,4610728.802700001,513645.87200000003,0.001084,0.0035,0.0028,0.0016,0.0,-4.62273546e-06,-1.0957755199999999e-06,0.0,8.035292160000001e-07,0.0,0.0
2021-01-01 00:01:51,-4988362.180600001,4611229.115,506024.7246,0.003093,0.0035,0.0028,0.0015,0.0,-4.633407660000001e-06,-1.019187225e-06,0.0,7.409438400000001e-07,0.0,0.0
2021-01-01 00:01:52,-4988687.3706,4611723.6815,498402.9364,0.001262,0.0035,0.0028,0.0015,0.0,-4.6440632e-06,-1.01102085e-06,0.0,7.2857358e-07,0.0,0.0
2021-01-01 00:01:53,-4989006.2099,4612212.4965,490780.5166,0.002572,0.0035,0.0028,0.0015,0.0,-4.65412878e-06,-1.00274265e-06,0.0,7.161588e-07,0.0,0.0
2021-01-01 00:01:54,-4989318.7134,4612695.5611000005,483157.4738,0.001221,0.0036,0.0028,0.0015,0.0,-4.796931888e-06,-1.02315042e-06,0.0,7.040502e-07,0.0,0.0
2021-01-01 00:01:55,-4989624.8613,4613172.8623,475533.8211,-0.00028,0.0036,0.0028,0.0015,0.0,-4.806382896e-06,-1.01504232e-06,0.0,6.9207138e-07,0.0,0.0
2021-01-01 00:01:56,-4989924.6667,4613644.3986,467909.5661,0.001658,0.0037,0.0029,0.0017,0.0,-5.4883166710000005e-06,-1.697575392e-06,0.0,1.2057217189999999e-06,0.0,0.0
2021-01-01 00:01:57,-4990218.1287,4614110.1806,460284.7171,0.002716,0.0036,0.0029,0.0015,0.0,-4.987580543999999e-06,-9.9760734e-07,0.0,6.9084612e-07,0.0,0.0
2021-01-01 00:01:58,-4990505.2526,4614570.2063,452659.28500000003,0.00213,0.0036,0.0028,0.0015,0.0,-4.786066656e-06,-9.8461926e-07,0.0,6.5002434e-07,0.0,0.0
2021-01-01 00:01:59,-4990786.0318,4615024.4695,445033.2802,0.002652,0.0036,0.0028,0.0015,0.0,-4.75302744e-06,-9.7226838e-07,0.0,6.322096200000001e-07,0.0,0.0
2021-01-01 00:02:00,-4991060.4738,4615472.9758,437406.71140000003,0.00244,0.0036,0.0028,0.0015,0.0,-4.7172847679999995e-06,-9.602631000000001e-07,0.0,6.136179000000001e-07,0.0,0.0
2021-01-01 00:02:01,-4991328.5727,4615915.715299999,429779.588,0.002428,0.0036,0.0028,0.0015,0.0,-4.680719568e-06,-9.480288599999999e-07,0.0,5.9448858e-07,0.0,0.0
2021-01-01 00:02:02,-4991590.3328,4616352.6887,422151.92350000003,0.001062,0.0036,0.003,0.0016,0.0,-5.36186412e-06,-5.00531328e-07,0.0,-7.243056000000001e-08,0.0,0.0
2021-01-01 00:02:03,-4991845.7505,4616783.8931,414523.7219,0.000191,0.0035,0.0028,0.0015,0.0,-4.476888920000001e-06,-8.979831000000001e-07,0.0,5.554731000000001e-07,0.0,0.0
2021-01-01 00:02:04,-4992094.8234,4617209.322699999,406894.9949,0.001207,0.0035,0.0027,0.0015,0.0,-4.3014132000000005e-06,-8.958710250000001e-07,0.0,5.244154650000001e-07,0.0,0.0
2021-01-01 00:02:05,-4992337.569399999,4617628.9974,399265.7555,0.002526,0.0036,0.0027,0.0015,0.0,-4.415519952000001e-06,-9.2063196e-07,0.0,5.1433542e-07,0.0,0.0
2021-01-01 00:02:06,-4992573.972,4618042.896199999,391636.00789999997,0.001485,0.0036,0.0027,0.0015,0.0,-4.40645508e-06,-9.199450800000001e-07,0.0,5.04256995e-07,0.0,0.0
2021-01-01 00:02:07,-4992804.0358,4618451.0235,384005.7637,0.00233,0.0036,0.0027,0.0015,0.0,-4.396873104e-06,-9.1963998e-07,0.0,4.94557245e-07,0.0,0.0
2021-01-01 00:02:08,-4993027.7641,4618853.373699999,376375.03479999996,0.000177,0.0036,0.0027,0.0015,0.0,-4.387148244e-06,-9.1933326e-07,0.0,4.846392000000001e-07,0.0,0.0
2021-01-01 00:02:09,-4993245.149999999,4619249.9404,368743.8249,0.002483,0.0036,0.0027,0.0015,0.0,-4.3771794120000005e-06,-9.189914399999999e-07,0.0,4.7448585000000004e-07,0.0,0.0
2021-01-01 00:02:10,-4993456.1998,4619640.7343999995,361112.15260000003,0.001797,0.0036,0.0027,0.0015,0.0,-4.374084564e-06,-9.197091e-07,0.0,4.6554507000000005e-07,0.0,0.0
2021-01-01 00:02:11,-4993660.9266,4620025.7619,353480.02150000003,0.000568,0.0036,0.0027,0.0015,0.0,-4.392839304e-06,-9.2190312e-07,0.0,4.6020231e-07,0.0,0.0
2021-01-01 00:02:12,-4993859.3185,4620405.0099,345847.4444,0.001849,0.0036,0.0028,0.0015,0.0,-4.57383528e-06,-9.2391516e-07,0.0,4.7165538e-07,0.0,0.0
2021-01-01 00:02:13,-4994051.3742,4620778.4723000005,338214.42939999996,0.002609,0.0036,0.0028,0.0015,0.0,-4.5910690559999995e-06,-9.260676e-07,0.0,4.661319600000001e-07,0.0,0.0
2021-01-01 00:02:14,-4994237.0942,4621146.1508,330580.986,0.001352,0.0036,0.0028,0.0015,0.0,-4.60730592e-06,-9.2830644e-07,0.0,4.606287e-07,0.0,0.0
2021-01-01 00:02:15,-4994416.480900001,4621508.0435999995,322947.1223,0.002646,0.0038,0.003,0.0019,0.0,-5.682530640000001e-06,-1.981695782e-06,0.0,1.8470724600000001e-06,0.0,0.0
